subject	item	accuracy	Y_hat	Y_pred	WAIC
686897	17	0	0.5125	0.5003251393913989	-0.728687599169948
686897	9	1	0.93475	0.9314707332254702	-0.07201343650974794
686897	11	1	0.493	0.4899129974450781	-0.7449467823794753
686897	13	0	0.40075	0.6061061696081107	-0.5298270748372413
686897	14	0	0.35325	0.6507154836626802	-0.44811828991685904
686897	18	1	0.33825	0.3369799388065332	-1.1492277443573033
686897	40	0	0.531	0.4717272518109463	-0.8191755389338934
686897	21	0	0.41375	0.5875980402354372	-0.5520275679057591
686897	33	1	0.621	0.6107916056988072	-0.5210644521606967
686897	36	0	0.3895	0.5930277942355606	-0.5432945791940936
686897	19	0	0.5965	0.39792941664739756	-0.9786982466269675
686897	20	1	0.62325	0.6369187558508875	-0.478308106029878
686897	23	1	0.6105	0.6154843647344981	-0.5113997398224022
686897	35	1	0.4665	0.47770231543206104	-0.7934333350744577
686897	22	1	0.7835	0.7786903479920749	-0.26170587247727795
686897	10	1	0.4945	0.5078458139991401	-0.7195838167589991
686897	34	0	0.38725	0.6192385872936209	-0.5046633536583395
686903	15	1	0.4575	0.45773019687237027	-0.8450239873506624
686903	16	1	0.80475	0.8124529374082047	-0.212179753630935
686903	17	0	0.48225	0.5083073265121096	-0.716631884461337
686903	18	0	0.331	0.6691186044507658	-0.41994929149491955
686903	19	0	0.59025	0.4064713112201714	-0.9668236110578495
686903	20	1	0.62925	0.6266420132812038	-0.5025048633282749
686903	21	0	0.41375	0.5939550223469805	-0.5443818127737604
686903	22	1	0.76525	0.7706841872030691	-0.2756447242455801
686903	23	0	0.60025	0.39472310810490085	-1.0113720777363222
686903	24	0	0.28925	0.713168311287044	-0.35973734854647227
686903	25	1	0.80275	0.8119766943812662	-0.21553748939165254
686903	26	0	0.28475	0.7131617692026291	-0.360183515561835
686903	27	0	0.521	0.470297963093165	-0.8116536560199096
686903	28	1	0.68675	0.6827415540499367	-0.40913053444058706
686903	29	0	0.5775	0.41963029485736775	-0.9593243321797947
686903	30	1	0.79125	0.7909900648633199	-0.24677681607966084
686903	31	1	0.53325	0.5304139202655606	-0.6962420896551018
686903	32	1	0.66625	0.6690475402571842	-0.43808256819361246
686903	5	1	0.9845	0.984582352830586	-0.0157475428056695
686903	6	0	0.61325	0.3845650289212733	-1.013779563228793
686903	7	1	0.96475	0.9623131637445438	-0.038999023885520866
686903	8	1	0.803	0.8069528305479682	-0.22688825721794426
686903	9	1	0.9305	0.929772944258437	-0.07393361989026791
686903	10	1	0.505	0.4995161008740333	-0.7490085690748908
686903	1	1	0.9755	0.9734569916158414	-0.02725839520582809
686903	2	1	0.961	0.9630233516254709	-0.03822565248611806
686903	3	1	0.95875	0.9519326871082884	-0.05012627587321476
686903	4	1	0.99725	0.9958352513532639	-0.004227212412321188
686903	12	0	0.3315	0.6679327171548541	-0.4266905966428349
686903	11	1	0.47475	0.48286581202792633	-0.7670046833947171
686903	13	1	0.397	0.38805729789691656	-1.0283536814925431
686903	14	0	0.349	0.6570063705752661	-0.4419421889289936
686907	23	1	0.67625	0.6738735103232909	-0.41800973694739885
686907	24	0	0.3695	0.6455724607919711	-0.4689408184779958
686907	22	1	0.82775	0.8218003653083481	-0.20492819533557183
686907	8	0	0.851	0.14745150068061516	-2.137360568179487
686907	6	1	0.6675	0.6691967520070417	-0.41799327499777095
686907	20	1	0.6925	0.6968084663411352	-0.3821667106041686
686907	21	0	0.45825	0.5381098652525212	-0.6494023744249489
686907	19	1	0.66175	0.6584838748309283	-0.4388489276515286
686907	7	1	0.97225	0.9693683017265996	-0.03149253806223151
686907	5	1	0.9855	0.9871699366070427	-0.013058220366614316
686907	11	1	0.542	0.5407409819667351	-0.6448773088889811
686907	9	1	0.94325	0.9403270661440892	-0.06238081258009488
686907	10	1	0.579	0.5709855471022338	-0.5973495750967092
686907	3	1	0.9605	0.9609034726630448	-0.040449167078921176
686907	4	1	0.99525	0.9964838463270778	-0.003562736565299412
686907	2	1	0.96775	0.969466094797238	-0.03138925146024322
686907	34	1	0.43525	0.44195739566479897	-0.8765217554258937
686907	25	0	0.8385	0.1535264949833457	-2.0237495191259383
686907	12	1	0.398	0.39765398435316407	-0.9895927212268395
686907	16	1	0.8335	0.836498158110659	-0.1819780232365242
686907	17	0	0.56775	0.4433646861260412	-0.8663885542675522
686907	18	1	0.38775	0.3878504399882854	-1.0036998286355352
686907	29	1	0.66675	0.6574255974378793	-0.4488185239961679
686907	30	1	0.8435	0.8377989663864509	-0.18440603303031838
686907	31	0	0.62075	0.3917605994781814	-1.0339321439411784
686907	33	0	0.665	0.33114404762706817	-1.2040990777422942
686907	15	0	0.52075	0.4704250236087985	-0.810908555562515
686907	32	1	0.74	0.7411992515182602	-0.3204165096584567
686907	1	1	0.976	0.9773930401940931	-0.02313275108296715
686907	14	1	0.39975	0.4067386158124513	-0.9598154932805093
686907	13	0	0.45075	0.541295781281278	-0.6582899862264394
686907	28	0	0.75025	0.25306212675766876	-1.5189101740943072
686907	35	0	0.55275	0.4564773492981127	-0.8558479541641048
686907	27	1	0.602	0.601973921028165	-0.538700423659379
686907	26	1	0.34825	0.3549063220309735	-1.1343042016365315
686907	36	1	0.45675	0.455717926971777	-0.8272084105246119
686995	37	0	0.16825	0.8427953888812468	-0.18050516563694782
686995	8	0	0.4235	0.5793823301753729	-0.6413125129958726
686995	13	0	0.1075	0.8871565911146235	-0.12455766693605377
686995	15	0	0.14225	0.852788077861218	-0.16728584545525596
686995	38	0	0.5075	0.49607220787720463	-0.8782700148715066
686995	35	0	0.14525	0.8556787288829922	-0.16355416934838257
686995	36	0	0.19175	0.8049082665756115	-0.22978488035682684
686995	6	1	0.36325	0.3617681256672114	-1.1705904373951121
686995	7	1	0.91975	0.9097831710925659	-0.1036624769630103
686995	9	0	0.8575	0.13540466783225702	-2.288567873355923
686995	14	0	0.113	0.8834522823125912	-0.12875687043795092
686995	29	0	0.19375	0.8099359014071978	-0.22600181279584752
686995	34	0	0.1185	0.8829328998745262	-0.12934931094917695
686995	20	0	0.24225	0.7612803449920255	-0.293885767646196
686995	22	0	0.38675	0.6123673005235726	-0.5621093553497662
686995	10	0	0.169	0.8264159323962612	-0.20100097134233003
686995	12	0	0.09825	0.9015355933180405	-0.10723930801181727
686995	18	1	0.12675	0.12603790912646495	-2.3443093491267897
686995	19	0	0.26125	0.723982641874185	-0.35002838123525354
686995	39	0	0.23675	0.7686967046119932	-0.2840470887444457
686995	28	0	0.27175	0.72564255316143	-0.35206689682519476
686995	27	0	0.1935	0.8053302283922316	-0.22973200028301077
686995	16	0	0.6905	0.31270016441131665	-1.2801874139970333
686995	5	1	0.96475	0.9666828746131794	-0.03574558270475928
686995	2	1	0.91425	0.9134002926641022	-0.09912562238051041
686995	3	1	0.8785	0.8819140075615761	-0.14170991224998397
686995	30	0	0.42625	0.5735634098235348	-0.6487042731639007
686995	17	0	0.20075	0.7925331929730122	-0.24777990304814637
686995	33	0	0.24025	0.7658994023512986	-0.2868806852251792
686995	21	0	0.19275	0.8112595684887811	-0.22074992915797628
686995	23	0	0.24075	0.7602309644023187	-0.29524906736389206
686995	24	1	0.07075	0.0711060253381988	-3.0656481884154774
686995	25	1	0.58425	0.5739218092380358	-0.6580872895265251
686995	26	0	0.064	0.9325307867606253	-0.07174850109974429
686995	11	1	0.242	0.24285720434871663	-1.6030200250345568
686995	31	0	0.162	0.8469563905232909	-0.1757016387257346
686995	32	0	0.2125	0.7739024127803171	-0.279578431994794
686995	4	1	0.989	0.9900053759378097	-0.01133830524491611
686995	1	1	0.949	0.9499063761405132	-0.05370642508322015
686995	40	0	0.17175	0.8350168989027114	-0.1912388115143396
686999	12	0	0.24	0.7597304094486531	-0.2857466630883694
686999	34	0	0.26625	0.724106239483873	-0.33666219633186234
686999	33	0	0.485	0.5151820920218966	-0.7098119927649639
686999	20	0	0.513	0.49496706001622676	-0.7548237755312489
686999	13	0	0.27325	0.7191733013116897	-0.3451375799054502
686999	32	0	0.5345	0.468149083096976	-0.8351108161745117
686999	21	1	0.33775	0.32811284509334676	-1.179663850143002
686999	23	1	0.47975	0.490071763886751	-0.7657010769296139
686999	35	0	0.35725	0.6505427423807391	-0.4552361348258824
686999	9	1	0.90575	0.9120016279518662	-0.09406720326541083
686999	19	0	0.5025	0.5096421200337026	-0.7135439024098118
686999	31	1	0.389	0.39823171459068235	-1.0090383572223267
686999	30	1	0.70825	0.6994769280593991	-0.3803101432476864
686999	10	0	0.38475	0.61503330860737	-0.5141968577707585
686999	11	0	0.39775	0.6037940697884874	-0.5247748907066807
686999	26	0	0.194	0.8059922260566537	-0.2249466260189804
686999	18	0	0.2525	0.7477299195013469	-0.3003948620241618
686999	29	0	0.44125	0.54970392156191	-0.6440330106389776
686999	7	1	0.94775	0.9495819263192745	-0.05280501795166287
686999	22	1	0.677	0.6715785398921855	-0.42529159268112443
686999	24	0	0.20775	0.8055033486416945	-0.22543092994443317
686999	14	0	0.25	0.7449902678785475	-0.30513775613977967
686999	5	1	0.9775	0.9797807835904933	-0.020806647049718664
686999	6	1	0.53	0.533645668005084	-0.6587150850457981
686999	39	1	0.5045	0.47955060585009845	-0.7959987199062336
686999	25	1	0.7475	0.7487564021227989	-0.3009192119547551
686999	15	0	0.3535	0.6556919171680502	-0.4446026623589573
686999	17	1	0.37975	0.39344980802046886	-0.9946934295738546
686999	4	1	0.9925	0.9944618445249489	-0.005652664051749178
686999	37	1	0.37125	0.37259185689830976	-1.0792183555917734
686999	8	1	0.713	0.7144112026748998	-0.35886467298788455
686999	36	0	0.333	0.6742444121576144	-0.4090900861826881
686999	16	0	0.78325	0.2276778330388749	-1.5545189971738207
686999	3	1	0.93375	0.9354929814717762	-0.06821078495633695
686999	28	0	0.57125	0.43814870903873143	-0.8976557454727171
686999	38	1	0.8175	0.8058928561563566	-0.23110703819718348
686999	2	1	0.95875	0.9508243549416502	-0.051404160293513114
686999	27	1	0.4025	0.418225995859388	-0.9359585103851275
686999	1	1	0.969	0.9667364286354369	-0.034442928154301986
687005	13	0	0.27675	0.7298783457006782	-0.3295847468527911
687005	17	0	0.37725	0.6185705631690424	-0.5031226651483811
687005	18	0	0.246	0.7555390390803277	-0.29019175923752116
687005	37	0	0.363	0.6413192618823941	-0.47366407817756523
687005	28	1	0.55075	0.5493936457605925	-0.64947869947422
687005	38	1	0.79025	0.7952215206162851	-0.24632807572483847
687005	8	1	0.705	0.7024744710666433	-0.378615091093702
687005	9	1	0.90825	0.9098813266780124	-0.09635020334697553
687005	11	0	0.37275	0.613474651055442	-0.5083909756352484
687005	12	0	0.2295	0.7689233664809435	-0.27338090698047285
687005	22	1	0.68525	0.6594259126714683	-0.44506052642198424
687005	7	1	0.94875	0.9480071561005369	-0.0545226033398028
687005	15	0	0.33725	0.6676382597430583	-0.42556803797035636
687005	16	1	0.7735	0.7692220741297142	-0.2697464994609885
687005	34	0	0.2645	0.7337603623372295	-0.3233014500450719
687005	35	0	0.3385	0.6631078980059499	-0.43589113290677206
687005	19	1	0.4785	0.4798986576641133	-0.7806577177149288
687005	20	0	0.4965	0.5100353230552925	-0.7232185600124436
687005	21	0	0.31725	0.6818032036219764	-0.39695166632039447
687005	39	0	0.48275	0.5353594067386451	-0.6711070159453465
687005	14	0	0.2385	0.7536127236377727	-0.2934478768475861
687005	27	0	0.40975	0.5957784944254931	-0.5483129863238925
687005	36	0	0.3135	0.6821978248457311	-0.3964397037114595
687005	10	0	0.36725	0.6276317845293043	-0.4915087075760648
687005	26	0	0.1875	0.8146766558584547	-0.2135684104547714
687005	29	0	0.436	0.5639534415985675	-0.6171260433467511
687005	31	0	0.381	0.6173424860152964	-0.5176563922922893
687005	32	1	0.524	0.5177658108930044	-0.7298944519053849
687005	6	1	0.53725	0.5233181617077887	-0.6835775086629972
687005	30	1	0.66975	0.6881071146063173	-0.3981934479799222
687005	33	1	0.48225	0.47322897813248493	-0.8067383295910726
687005	23	1	0.47675	0.4773605845790937	-0.7929307365456706
687005	1	1	0.968	0.9660368249720189	-0.03514164366753244
687005	25	1	0.721	0.7418553673580579	-0.3109994170803414
687005	3	1	0.92625	0.9333771420457826	-0.07057385177251722
687005	5	1	0.982	0.979336605124849	-0.021270171839865088
687005	2	1	0.9515	0.9493903690056299	-0.053025653464294574
687005	24	0	0.177	0.8142286518615157	-0.21362275214373644
687005	4	1	0.99325	0.9943345949566439	-0.005794010108703333
687005	40	1	0.38325	0.3831803304791564	-1.051577758915788
687058	23	1	0.6235	0.6345538168408152	-0.478719424621554
687058	1	1	0.97625	0.9752198576305903	-0.025380974316975773
687058	2	1	0.9635	0.9655322235329957	-0.03554004168133083
687058	3	1	0.95075	0.9559813615093773	-0.045673506263547714
687058	12	0	0.34725	0.6431282886118115	-0.4631523651050754
687058	13	0	0.4225	0.5863338776720347	-0.5641467833711707
687058	17	0	0.514	0.4818435142510506	-0.7689719999652727
687058	20	1	0.66825	0.6568047917446306	-0.4438986882780136
687058	21	0	0.4265	0.5709516916850781	-0.5819332383502183
687058	22	0	0.79425	0.2071996613313083	-1.7128403953906144
687058	24	0	0.3015	0.6894145385695856	-0.3921019543664412
687058	25	1	0.829	0.8274704859640246	-0.19449165120167367
687058	26	0	0.30625	0.6887384494027674	-0.39301307293331444
687058	28	1	0.71025	0.7109182189187004	-0.3594219866516377
687058	29	1	0.61825	0.6130953275271123	-0.5209357465299314
687058	33	1	0.63225	0.6298354829954397	-0.48788157345633193
687058	34	1	0.386	0.4007450981380275	-0.97472808972578
687058	35	1	0.49425	0.498420753444043	-0.7467914487192849
687058	36	1	0.4235	0.4231559132233847	-0.9011567557736567
687058	37	1	0.52425	0.5213148361595192	-0.7001498483237208
687058	38	1	0.89475	0.8948765298491222	-0.11576655213227953
687058	39	1	0.62225	0.625398978648246	-0.49886271089013906
687058	40	0	0.55025	0.4508868928456775	-0.8638524971477306
687058	19	0	0.61575	0.3795189198078083	-1.0307918240570517
687058	8	1	0.83	0.8282231456216325	-0.1961291363163616
687058	9	0	0.93525	0.0661858123159817	-2.913154172170394
687058	10	1	0.5265	0.5283096569417919	-0.6743075381151207
687058	11	1	0.513	0.5067085791120383	-0.7087107515102777
687058	27	0	0.5645	0.4401521630748964	-0.8731658536124043
687058	14	1	0.36975	0.3679659529282951	-1.0602833442788266
687058	16	1	0.831	0.8225226314656493	-0.1989105249150712
687058	18	1	0.347	0.35357975050818347	-1.0943336091707547
687058	32	0	0.697	0.3019121461017111	-1.3237133311065805
687058	4	1	0.997	0.9961184937679758	-0.003933487043876457
687058	15	0	0.47375	0.5140508136651335	-0.7088868605033698
687058	6	1	0.64275	0.6386390243710032	-0.4648049951816666
687058	5	1	0.986	0.9856375902096138	-0.014643782581543899
687058	7	1	0.9685	0.9654741551341265	-0.03559350158028387
687058	31	0	0.56175	0.43921056394501484	-0.8919944924693014
687058	30	1	0.81175	0.8123103245001073	-0.2163126122040012
687095	28	1	0.678	0.6813014341067473	-0.40857614191496544
687095	30	1	0.795	0.7907187730594578	-0.2462500157159634
687095	29	0	0.57825	0.42151737865253947	-0.9423140845613124
687095	14	0	0.33725	0.6572489125523212	-0.43985422263315627
687095	19	0	0.5995	0.40680935596589257	-0.960760302296092
687095	21	1	0.40975	0.40772876203641034	-0.940787187341327
687095	27	1	0.524	0.5314586430076562	-0.6727518133702601
687095	8	1	0.80875	0.8067200987778115	-0.22556354781521262
687095	1	1	0.9765	0.9736050625847373	-0.027083316025093104
687095	2	1	0.959	0.9625902798212146	-0.03872114757705128
687095	18	1	0.339	0.331233679393406	-1.1705250740181272
687095	31	1	0.5445	0.5274311900833911	-0.6976783758304904
687095	26	1	0.29075	0.28514943578967156	-1.37731907304389
687095	35	0	0.4715	0.5340005291553845	-0.6775564345185834
687095	9	1	0.9295	0.9295663414083137	-0.07417599823052984
687095	10	0	0.48175	0.5025963469348117	-0.73572619932429
687095	11	1	0.4845	0.4827744108745585	-0.7634017651691963
687095	36	0	0.401	0.5983180045790687	-0.5351467713478367
687095	37	0	0.49225	0.5115905638102245	-0.7258447558014817
687095	12	0	0.3245	0.6690755040351248	-0.42248240418873745
687095	13	0	0.3915	0.615316511557151	-0.5154325192380336
687095	15	0	0.452	0.5450316157420991	-0.6466431649275153
687095	16	1	0.8065	0.8125386720698489	-0.21176416813357254
687095	20	1	0.6255	0.6261907777454641	-0.4976258716930105
687095	6	0	0.618	0.3854520474909014	-1.0085690550447546
687095	7	1	0.963	0.9626160292228585	-0.038629863603461816
687095	34	0	0.3655	0.62736599985008	-0.49282103813377615
687095	3	1	0.95475	0.9519571417985618	-0.050070829751268794
687095	17	1	0.4905	0.4917255129845712	-0.7510572449248147
687095	24	0	0.28975	0.7156260590369494	-0.354028837433019
687095	25	1	0.80725	0.8121440425562831	-0.2145103228917103
687095	23	1	0.60275	0.6049958217485314	-0.5341522125803879
687095	5	1	0.985	0.9845130490664532	-0.015822340191751667
687095	4	1	0.99775	0.9958689994262011	-0.0041912341657575625
687095	22	1	0.77075	0.7697576043085632	-0.275178867361059
687095	33	1	0.59325	0.6006851456529481	-0.542625067317849
687095	32	0	0.66075	0.3349438759752505	-1.228601525047968
687431	10	1	0.6605	0.6518178427082552	-0.45094150174662956
687431	9	1	0.9505	0.9514390081919576	-0.05041177891062431
687431	11	1	0.6225	0.6080459036122551	-0.5192071668952691
687431	12	0	0.48325	0.5223999083631233	-0.6921093686435049
687431	13	1	0.5485	0.545649275577025	-0.6456417220876689
687431	37	1	0.657	0.6501347501727862	-0.4597075505494929
687431	8	1	0.89175	0.896712500018105	-0.11236376565826448
687431	14	0	0.4705	0.5174415271368107	-0.7003620038348971
687431	7	1	0.97925	0.9759449438619653	-0.024608642756062102
687431	28	1	0.81475	0.8137343788465152	-0.2146981848160036
687431	33	1	0.74125	0.7412514024762579	-0.3141291757762234
687431	27	1	0.679	0.6801964653463354	-0.4045286855927332
687431	30	1	0.88425	0.8830930869552599	-0.1282508418355958
687431	6	0	0.73125	0.27425961995867437	-1.3773213279959446
687431	32	1	0.8125	0.8141632968575089	-0.2164521912016792
687431	34	1	0.527	0.5223812893849316	-0.6907694489772274
687431	35	1	0.6395	0.6316445201195318	-0.48925247484336026
687431	36	1	0.522	0.5184966167277394	-0.6894042095425862
687431	38	1	0.9415	0.9403010621031943	-0.06358528198058143
687431	26	0	0.4535	0.5579833307189894	-0.6284883805368564
687431	31	1	0.702	0.697538303205879	-0.3836678237124938
687431	4	1	0.99675	0.9972384061304008	-0.0027901069529820298
687431	15	1	0.60225	0.615113685966542	-0.5152624678708699
687431	29	0	0.7515	0.26192366681417695	-1.477124344991961
687431	5	1	0.99025	0.9897411889901684	-0.010407711390589783
687431	19	0	0.73275	0.27402002426127214	-1.3959478821250935
687431	20	0	0.7625	0.2309520222917643	-1.6054248173028294
687431	39	1	0.72075	0.738190710569922	-0.32077497839593144
687431	21	0	0.527	0.4712945483203187	-0.792220458410548
687431	22	1	0.878	0.8715428763844406	-0.14203947461028332
687431	23	1	0.73675	0.7456759964959551	-0.30678357355931407
687431	16	1	0.85825	0.8628788867416772	-0.15016493611376872
687431	3	1	0.967	0.9696011647067546	-0.031248744110074885
687431	24	0	0.458	0.5569931029610257	-0.6305559680240612
687431	25	0	0.88775	0.11785534774005725	-2.322556726440635
687431	40	1	0.67875	0.679377953376842	-0.41476643743570407
687431	18	1	0.464	0.4564825387514857	-0.826605519013257
687431	2	1	0.9785	0.9759217536096435	-0.02463951191519505
687431	1	1	0.982	0.9815845917586837	-0.01876415734375474
687431	17	1	0.63775	0.6310566996278957	-0.48286636846582914
687434	23	1	0.727	0.7258882094776448	-0.3352340768618283
687434	19	1	0.70675	0.7074462057343024	-0.3617181352339347
687434	22	1	0.86	0.8590105525074637	-0.15735434435813953
687434	21	0	0.49225	0.4912119040040883	-0.747078211545483
687434	17	0	0.61075	0.39127680099854456	-1.001662430620648
687434	18	1	0.432	0.4361961321303012	-0.8756151686285312
687434	27	1	0.65475	0.6581013185317909	-0.4400007615858866
687434	26	0	0.40725	0.5847759432002267	-0.5753397152146915
687434	20	1	0.75875	0.7497411553503598	-0.3027302093181552
687434	16	0	0.84775	0.14524153051188562	-2.0423883744745264
687434	31	0	0.68025	0.3274199658255575	-1.231204393443969
687434	32	0	0.79525	0.2059642063236971	-1.7780143813519431
687434	15	1	0.59325	0.5907468873477763	-0.5587772946748429
687434	24	0	0.4275	0.583861461034095	-0.5783413295228967
687434	25	1	0.86725	0.872794253710425	-0.13949305605525875
687434	33	1	0.71975	0.7212536667042555	-0.34317148301201633
687434	13	1	0.5125	0.5204264156534548	-0.6962579515824522
687434	14	0	0.4545	0.5403764824779821	-0.6525703002362856
687434	34	0	0.51275	0.5021037356933751	-0.735803494092599
687434	28	1	0.7965	0.7966340351197694	-0.23757866635519626
687434	29	1	0.72425	0.7163240826334657	-0.35354893979334623
687434	30	1	0.86925	0.8712064984945094	-0.14268326753348465
687434	2	1	0.97575	0.9740714068384588	-0.026566093088965122
687434	3	1	0.97275	0.9672678663923664	-0.033703063948777284
687434	35	1	0.6215	0.6068132191319859	-0.5338348204519061
687434	36	0	0.498	0.5011435422372096	-0.7277104920794022
687434	39	1	0.71625	0.7179661945431317	-0.3505915826522613
687434	8	1	0.8875	0.8853283997677762	-0.12572039552324968
687434	12	1	0.45175	0.45476900481513904	-0.8400380214196352
687434	37	0	0.6305	0.3744292871228862	-1.0774382020765227
687434	1	1	0.98075	0.9802738268777789	-0.020130383104938688
687434	4	1	0.99675	0.9970609808632481	-0.0029701537881254613
687434	5	1	0.9855	0.9889383506574083	-0.011234389896277378
687434	6	1	0.7125	0.7098798472119306	-0.35520237437566043
687434	7	1	0.977	0.974248358665875	-0.026376358645275176
687434	38	1	0.929	0.9329832505916477	-0.0718265587618397
687434	40	1	0.642	0.655835538184375	-0.4531732548156416
687434	9	1	0.94375	0.9482961962309301	-0.05376646679463044
687434	11	1	0.56775	0.5883616940094964	-0.5541342442284035
687434	10	1	0.6315	0.6293214692743357	-0.4889880554157268
687472	4	1	0.998	0.9980397143056619	-0.001976532642154464
687472	5	1	0.98975	0.9927157996655658	-0.0073689696834727016
687472	6	1	0.80575	0.7995752975686332	-0.23383116002671572
687472	2	1	0.981	0.9831946851652072	-0.017123492727938127
687472	3	1	0.97725	0.979004409665143	-0.021478583283451834
687472	7	1	0.98525	0.983334437557956	-0.016982370221605203
687472	15	0	0.724	0.2771715742726154	-1.4597393601945117
687472	1	1	0.986	0.9865287368048252	-0.013683208263066418
687472	24	1	0.582	0.5822183321171349	-0.6039536884193393
687472	14	1	0.58525	0.5987613581263378	-0.5558836936189786
687472	18	1	0.57075	0.5624982996031861	-0.6205220747005719
687472	23	1	0.83425	0.8266530491284043	-0.2007371650690282
687472	16	1	0.89875	0.896930821543569	-0.11117096744439361
687472	8	1	0.93475	0.9363302419630013	-0.06804549484411589
687472	12	1	0.5885	0.5982868219996562	-0.559032459777898
687472	17	0	0.73575	0.2726405611019708	-1.453846560871576
687472	22	1	0.9115	0.919699684673454	-0.0866239871038579
687472	21	0	0.621	0.3731948471221292	-1.0804603107344495
687472	27	1	0.7715	0.7744809244800425	-0.27179512638001563
687472	19	1	0.81375	0.8085218552989265	-0.2240672278627274
687472	20	1	0.84475	0.8483277036776926	-0.17336666141502902
687472	13	0	0.6685	0.3339547039915843	-1.2473591594883926
687472	26	1	0.59025	0.5794134497956894	-0.6073891459205767
687472	11	1	0.70425	0.7014964314477877	-0.3755013550806496
687472	10	1	0.7595	0.7536858423412285	-0.30193003158814075
687472	25	1	0.92475	0.9207663487003995	-0.08484942007816766
687472	9	1	0.9635	0.9649236534526606	-0.036180061509208924
687476	17	0	0.395	0.6178046526846342	-0.5098691109092842
687476	19	0	0.48525	0.5215298502221185	-0.6981290179279063
687476	4	1	0.99525	0.9942206611138839	-0.005959111216988701
687476	8	1	0.712	0.6982810767356915	-0.39414574145140185
687476	29	0	0.43875	0.5644114819678321	-0.629894495642241
