subject,trial,test_form,stimulus,correct,choice,accuracy,rt,all_loaded,minimum_resolution
56h64nq2o5zuwljavox4i31d,1,0,a11,4,0.0,0.0,8.214,1,1
56h64nq2o5zuwljavox4i31d,2,0,a24,4,5.0,0.0,11.733,1,1
56h64nq2o5zuwljavox4i31d,3,0,a28,7,7.0,1.0,11.101,1,1
56h64nq2o5zuwljavox4i31d,4,0,a36,1,1.0,1.0,19.173,1,1
56h64nq2o5zuwljavox4i31d,5,0,a43,4,4.0,1.0,14.806,1,1
56h64nq2o5zuwljavox4i31d,6,0,a48,5,6.0,0.0,18.848,1,1
56h64nq2o5zuwljavox4i31d,7,0,a49,6,6.0,1.0,8.594,1,1
56h64nq2o5zuwljavox4i31d,8,0,a53,0,6.0,0.0,4.546,1,1
56h64nq2o5zuwljavox4i31d,9,0,a55,1,6.0,0.0,11.844,1,1
59zjs1m6bwy5kx28gu4hwgwj,1,0,a11,4,4.0,1.0,9.224,1,1
59zjs1m6bwy5kx28gu4hwgwj,2,0,a24,4,4.0,1.0,10.185,1,1
59zjs1m6bwy5kx28gu4hwgwj,3,0,a28,7,7.0,1.0,5.459,1,1
59zjs1m6bwy5kx28gu4hwgwj,4,0,a36,1,1.0,1.0,17.566,1,1
59zjs1m6bwy5kx28gu4hwgwj,5,0,a43,4,4.0,1.0,14.751,1,1
59zjs1m6bwy5kx28gu4hwgwj,6,0,a48,5,5.0,1.0,22.139,1,1
59zjs1m6bwy5kx28gu4hwgwj,7,0,a49,6,6.0,1.0,7.474,1,1
59zjs1m6bwy5kx28gu4hwgwj,8,0,a53,0,0.0,1.0,15.041,1,1
59zjs1m6bwy5kx28gu4hwgwj,9,0,a55,1,7.0,0.0,29.391,1,1
5bj63tfobt71iq76e6y2ee8h,1,0,a11,4,2.0,0.0,10.143,1,1
5bj63tfobt71iq76e6y2ee8h,2,0,a24,4,2.0,0.0,26.22,1,1
5bj63tfobt71iq76e6y2ee8h,3,0,a28,7,7.0,1.0,8.931,1,1
5bj63tfobt71iq76e6y2ee8h,4,0,a36,1,5.0,0.0,13.189,1,1
5bj63tfobt71iq76e6y2ee8h,5,0,a43,4,4.0,1.0,15.899,1,1
5bj63tfobt71iq76e6y2ee8h,6,0,a48,5,5.0,1.0,23.935,1,1
5bj63tfobt71iq76e6y2ee8h,7,0,a49,6,0.0,0.0,14.734,1,1
5bj63tfobt71iq76e6y2ee8h,8,0,a53,0,6.0,0.0,5.606,1,1
5bj63tfobt71iq76e6y2ee8h,9,0,a55,1,0.0,0.0,10.395,1,1
5c1maa4ipzlitwl4e92h9q0e,1,0,a11,4,4.0,1.0,14.57,1,1
5c1maa4ipzlitwl4e92h9q0e,2,0,a24,4,4.0,1.0,9.85,1,1
5c1maa4ipzlitwl4e92h9q0e,3,0,a28,7,7.0,1.0,8.283,1,1
5c1maa4ipzlitwl4e92h9q0e,4,0,a36,1,2.0,0.0,12.346,1,1
5c1maa4ipzlitwl4e92h9q0e,5,0,a43,4,4.0,1.0,23.281,1,1
5c1maa4ipzlitwl4e92h9q0e,6,0,a48,5,7.0,0.0,25.574,1,1
5c1maa4ipzlitwl4e92h9q0e,7,0,a49,6,6.0,1.0,6.49,1,1
5c1maa4ipzlitwl4e92h9q0e,8,0,a53,0,0.0,1.0,8.39,1,1
5c1maa4ipzlitwl4e92h9q0e,9,0,a55,1,5.0,0.0,27.412,1,1
5e689f8cytlli9jwv6erg899,1,0,a11,4,4.0,1.0,21.354,1,1
5e689f8cytlli9jwv6erg899,2,0,a24,4,4.0,1.0,11.549,1,1
5e689f8cytlli9jwv6erg899,3,0,a28,7,7.0,1.0,17.991,1,1
5e689f8cytlli9jwv6erg899,4,0,a36,1,6.0,0.0,25.724,1,1
5e689f8cytlli9jwv6erg899,5,0,a43,4,6.0,0.0,8.403,1,1
5e689f8cytlli9jwv6erg899,6,0,a48,5,4.0,0.0,28.738,1,1
5e689f8cytlli9jwv6erg899,7,0,a49,6,6.0,1.0,6.309,1,1
5e689f8cytlli9jwv6erg899,8,0,a53,0,0.0,1.0,7.933,1,1
5e689f8cytlli9jwv6erg899,9,0,a55,1,6.0,0.0,20.741,1,1
5l2u7j2h21z19tcxhsjk2c08,1,0,a11,4,4.0,1.0,14.616,1,1
5l2u7j2h21z19tcxhsjk2c08,2,0,a24,4,4.0,1.0,14.526,1,1
5l2u7j2h21z19tcxhsjk2c08,3,0,a28,7,7.0,1.0,10.914,1,1
5l2u7j2h21z19tcxhsjk2c08,4,0,a36,1,2.0,0.0,27.171,1,1
5l2u7j2h21z19tcxhsjk2c08,5,0,a43,4,4.0,1.0,17.971,1,1
5l2u7j2h21z19tcxhsjk2c08,6,0,a48,5,4.0,0.0,27.103,1,1
5l2u7j2h21z19tcxhsjk2c08,7,0,a49,6,6.0,1.0,16.218,1,1
5l2u7j2h21z19tcxhsjk2c08,8,0,a53,0,0.0,1.0,9.349,1,1
5l2u7j2h21z19tcxhsjk2c08,9,0,a55,1,1.0,1.0,18.692,1,1
5u07f1czvi0xb50zn16xcgg8,1,0,a11,4,4.0,1.0,16.183,1,1
5u07f1czvi0xb50zn16xcgg8,2,0,a24,4,2.0,0.0,14.548,1,1
5u07f1czvi0xb50zn16xcgg8,3,0,a28,7,7.0,1.0,14.313,1,1
5u07f1czvi0xb50zn16xcgg8,4,0,a36,1,2.0,0.0,12.223,1,1
5u07f1czvi0xb50zn16xcgg8,5,0,a43,4,4.0,1.0,17.273,1,1
5u07f1czvi0xb50zn16xcgg8,6,0,a48,5,3.0,0.0,10.511,1,1
5u07f1czvi0xb50zn16xcgg8,7,0,a49,6,6.0,1.0,9.942,1,1
5u07f1czvi0xb50zn16xcgg8,8,0,a53,0,0.0,1.0,17.704,1,1
5u07f1czvi0xb50zn16xcgg8,9,0,a55,1,2.0,0.0,10.752,1,1
5xlzk18eq5a0ddiqfj2a5i7a,1,0,a11,4,4.0,1.0,19.513,1,1
5xlzk18eq5a0ddiqfj2a5i7a,2,0,a24,4,4.0,1.0,17.851,1,1
5xlzk18eq5a0ddiqfj2a5i7a,3,0,a28,7,7.0,1.0,15.449,1,1
5xlzk18eq5a0ddiqfj2a5i7a,4,0,a36,1,2.0,0.0,12.908,1,1
5xlzk18eq5a0ddiqfj2a5i7a,5,0,a43,4,4.0,1.0,22.647,1,1
5xlzk18eq5a0ddiqfj2a5i7a,6,0,a48,5,,,,1,1
5xlzk18eq5a0ddiqfj2a5i7a,7,0,a49,6,6.0,1.0,9.834,1,1
5xlzk18eq5a0ddiqfj2a5i7a,8,0,a53,0,0.0,1.0,12.861,1,1
5xlzk18eq5a0ddiqfj2a5i7a,9,0,a55,1,5.0,0.0,14.484,1,1
5xplh8hs67ttduk01u4cnqlh,1,0,a11,4,5.0,0.0,6.752,1,1
5xplh8hs67ttduk01u4cnqlh,2,0,a24,4,5.0,0.0,7.964,1,1
5xplh8hs67ttduk01u4cnqlh,3,0,a28,7,7.0,1.0,7.248,1,1
5xplh8hs67ttduk01u4cnqlh,4,0,a36,1,5.0,0.0,10.078,1,1
5xplh8hs67ttduk01u4cnqlh,5,0,a43,4,7.0,0.0,12.882,1,1
5xplh8hs67ttduk01u4cnqlh,6,0,a48,5,4.0,0.0,8.972,1,1
5xplh8hs67ttduk01u4cnqlh,7,0,a49,6,6.0,1.0,13.063,1,1
5xplh8hs67ttduk01u4cnqlh,8,0,a53,0,1.0,0.0,11.591,1,1
5xplh8hs67ttduk01u4cnqlh,9,0,a55,1,6.0,0.0,5.071,1,1
5xtclcocd6qqkxafo0l2g9cm,1,0,a11,4,5.0,0.0,9.713,1,1
5xtclcocd6qqkxafo0l2g9cm,2,0,a24,4,5.0,0.0,10.363,1,1
5xtclcocd6qqkxafo0l2g9cm,3,0,a28,7,7.0,1.0,12.833,1,1
5xtclcocd6qqkxafo0l2g9cm,4,0,a36,1,4.0,0.0,13.5,1,1
5xtclcocd6qqkxafo0l2g9cm,5,0,a43,4,4.0,1.0,12.315,1,1
5xtclcocd6qqkxafo0l2g9cm,6,0,a48,5,7.0,0.0,9.539,1,1
5xtclcocd6qqkxafo0l2g9cm,7,0,a49,6,7.0,0.0,22.653,1,1
5xtclcocd6qqkxafo0l2g9cm,8,0,a53,0,0.0,1.0,16.819,1,1
5xtclcocd6qqkxafo0l2g9cm,9,0,a55,1,6.0,0.0,18.586,1,1
608dtq6d0xec75zqgm3kmmeg,1,0,a11,4,4.0,1.0,10.422,1,1
608dtq6d0xec75zqgm3kmmeg,2,0,a24,4,0.0,0.0,20.466,1,1
608dtq6d0xec75zqgm3kmmeg,3,0,a28,7,7.0,1.0,9.599,1,1
608dtq6d0xec75zqgm3kmmeg,4,0,a36,1,,,,1,1
608dtq6d0xec75zqgm3kmmeg,5,0,a43,4,4.0,1.0,8.332,1,1
608dtq6d0xec75zqgm3kmmeg,6,0,a48,5,3.0,0.0,19.788,1,1
608dtq6d0xec75zqgm3kmmeg,7,0,a49,6,6.0,1.0,9.343,1,1
608dtq6d0xec75zqgm3kmmeg,8,0,a53,0,1.0,0.0,19.884,1,1
608dtq6d0xec75zqgm3kmmeg,9,0,a55,1,2.0,0.0,17.042,1,1
66g7o29rze5oq57cj9cncbd2,1,0,a11,4,4.0,1.0,22.222,1,1
66g7o29rze5oq57cj9cncbd2,2,0,a24,4,4.0,1.0,29.163,1,1
66g7o29rze5oq57cj9cncbd2,3,0,a28,7,7.0,1.0,12.43,1,1
66g7o29rze5oq57cj9cncbd2,4,0,a36,1,2.0,0.0,17.295,1,1
66g7o29rze5oq57cj9cncbd2,5,0,a43,4,4.0,1.0,23.572,1,1
66g7o29rze5oq57cj9cncbd2,6,0,a48,5,7.0,0.0,17.937,1,1
66g7o29rze5oq57cj9cncbd2,7,0,a49,6,6.0,1.0,11.417,1,1
66g7o29rze5oq57cj9cncbd2,8,0,a53,0,0.0,1.0,16.278,1,1
66g7o29rze5oq57cj9cncbd2,9,0,a55,1,5.0,0.0,29.05,1,1
6vbm9zf46dicbp9lguwjfgey,1,0,a11,4,0.0,0.0,15.567,1,1
6vbm9zf46dicbp9lguwjfgey,2,0,a24,4,4.0,1.0,16.162,1,1
6vbm9zf46dicbp9lguwjfgey,3,0,a28,7,7.0,1.0,21.365,1,1
6vbm9zf46dicbp9lguwjfgey,4,0,a36,1,5.0,0.0,25.585,1,1
6vbm9zf46dicbp9lguwjfgey,5,0,a43,4,4.0,1.0,16.116,1,1
6vbm9zf46dicbp9lguwjfgey,6,0,a48,5,6.0,0.0,13.779,1,1
6vbm9zf46dicbp9lguwjfgey,7,0,a49,6,0.0,0.0,4.514,1,1
6vbm9zf46dicbp9lguwjfgey,8,0,a53,0,7.0,0.0,2.781,1,1
6vbm9zf46dicbp9lguwjfgey,9,0,a55,1,6.0,0.0,2.369,1,1
6w9ojjc7tj02tgn3xrbdmcy6,1,0,a11,4,4.0,1.0,17.642,1,1
6w9ojjc7tj02tgn3xrbdmcy6,2,0,a24,4,4.0,1.0,24.57,1,1
6w9ojjc7tj02tgn3xrbdmcy6,3,0,a28,7,7.0,1.0,20.313,1,1
6w9ojjc7tj02tgn3xrbdmcy6,4,0,a36,1,,,,1,1
6w9ojjc7tj02tgn3xrbdmcy6,5,0,a43,4,4.0,1.0,24.95,1,1
6w9ojjc7tj02tgn3xrbdmcy6,6,0,a48,5,7.0,0.0,22.485,1,1
6w9ojjc7tj02tgn3xrbdmcy6,7,0,a49,6,6.0,1.0,10.126,1,1
6w9ojjc7tj02tgn3xrbdmcy6,8,0,a53,0,0.0,1.0,11.416,1,1
6w9ojjc7tj02tgn3xrbdmcy6,9,0,a55,1,2.0,0.0,28.48,1,1
758kt0my7ux5ltj4303u68ig,1,0,a11,4,5.0,0.0,13.805,1,1
758kt0my7ux5ltj4303u68ig,2,0,a24,4,3.0,0.0,8.7,1,1
758kt0my7ux5ltj4303u68ig,3,0,a28,7,7.0,1.0,15.352,1,1
758kt0my7ux5ltj4303u68ig,4,0,a36,1,3.0,0.0,23.996,1,1
758kt0my7ux5ltj4303u68ig,5,0,a43,4,0.0,0.0,20.925,1,1
758kt0my7ux5ltj4303u68ig,6,0,a48,5,5.0,1.0,21.828,1,1
758kt0my7ux5ltj4303u68ig,7,0,a49,6,0.0,0.0,23.707,1,1
758kt0my7ux5ltj4303u68ig,8,0,a53,0,6.0,0.0,6.604,1,1
758kt0my7ux5ltj4303u68ig,9,0,a55,1,3.0,0.0,12.547,1,1
7aq0xcfzob00t2r2vrrbswmr,1,0,a11,4,4.0,1.0,23.481,1,1
7aq0xcfzob00t2r2vrrbswmr,2,0,a24,4,4.0,1.0,22.307,1,1
7aq0xcfzob00t2r2vrrbswmr,3,0,a28,7,7.0,1.0,10.44,1,1
7aq0xcfzob00t2r2vrrbswmr,4,0,a36,1,1.0,1.0,17.865,1,1
7aq0xcfzob00t2r2vrrbswmr,5,0,a43,4,4.0,1.0,12.277,1,1
7aq0xcfzob00t2r2vrrbswmr,6,0,a48,5,4.0,0.0,27.758,1,1
7aq0xcfzob00t2r2vrrbswmr,7,0,a49,6,6.0,1.0,6.975,1,1
7aq0xcfzob00t2r2vrrbswmr,8,0,a53,0,0.0,1.0,17.044,1,1
7aq0xcfzob00t2r2vrrbswmr,9,0,a55,1,,,,1,1
7mrbn6yo1ppkbyjy7kz7mpq2,1,0,a11,4,5.0,0.0,18.171,1,1
7mrbn6yo1ppkbyjy7kz7mpq2,2,0,a24,4,4.0,1.0,18.806,1,1
7mrbn6yo1ppkbyjy7kz7mpq2,3,0,a28,7,7.0,1.0,12.244,1,1
7mrbn6yo1ppkbyjy7kz7mpq2,4,0,a36,1,3.0,0.0,13.922,1,1
7mrbn6yo1ppkbyjy7kz7mpq2,5,0,a43,4,4.0,1.0,18.451,1,1
7mrbn6yo1ppkbyjy7kz7mpq2,6,0,a48,5,6.0,0.0,28.531,1,1
7mrbn6yo1ppkbyjy7kz7mpq2,7,0,a49,6,6.0,1.0,11.275,1,1
7mrbn6yo1ppkbyjy7kz7mpq2,8,0,a53,0,6.0,0.0,27.116,1,1
7mrbn6yo1ppkbyjy7kz7mpq2,9,0,a55,1,6.0,0.0,25.965,1,1
7povmb6awscd62wrex2p6g8d,1,0,a11,4,4.0,1.0,15.413,1,1
7povmb6awscd62wrex2p6g8d,2,0,a24,4,0.0,0.0,12.691,1,1
7povmb6awscd62wrex2p6g8d,3,0,a28,7,7.0,1.0,10.629,1,1
7povmb6awscd62wrex2p6g8d,4,0,a36,1,3.0,0.0,12.42,1,1
7povmb6awscd62wrex2p6g8d,5,0,a43,4,7.0,0.0,10.404,1,1
7povmb6awscd62wrex2p6g8d,6,0,a48,5,7.0,0.0,18.686,1,1
7povmb6awscd62wrex2p6g8d,7,0,a49,6,6.0,1.0,12.2,1,1
7povmb6awscd62wrex2p6g8d,8,0,a53,0,0.0,1.0,16.041,1,1
7povmb6awscd62wrex2p6g8d,9,0,a55,1,1.0,1.0,16.637,1,1
87jaytrb0x60fbn0rdf880n4,1,0,a11,4,4.0,1.0,16.788,1,1
87jaytrb0x60fbn0rdf880n4,2,0,a24,4,5.0,0.0,15.357,1,1
87jaytrb0x60fbn0rdf880n4,3,0,a28,7,7.0,1.0,8.344,1,1
87jaytrb0x60fbn0rdf880n4,4,0,a36,1,2.0,0.0,14.467,1,1
87jaytrb0x60fbn0rdf880n4,5,0,a43,4,0.0,0.0,7.203,1,1
87jaytrb0x60fbn0rdf880n4,6,0,a48,5,6.0,0.0,11.472,1,1
87jaytrb0x60fbn0rdf880n4,7,0,a49,6,6.0,1.0,13.602,1,1
87jaytrb0x60fbn0rdf880n4,8,0,a53,0,0.0,1.0,12.438,1,1
87jaytrb0x60fbn0rdf880n4,9,0,a55,1,6.0,0.0,28.2,1,1
89alqlb24wckatlpcdik234f,1,0,a11,4,4.0,1.0,6.637,1,1
89alqlb24wckatlpcdik234f,2,0,a24,4,4.0,1.0,5.47,1,1
89alqlb24wckatlpcdik234f,3,0,a28,7,7.0,1.0,9.659,1,1
89alqlb24wckatlpcdik234f,4,0,a36,1,2.0,0.0,7.749,1,1
89alqlb24wckatlpcdik234f,5,0,a43,4,1.0,0.0,18.165,1,1
89alqlb24wckatlpcdik234f,6,0,a48,5,6.0,0.0,16.635,1,1
89alqlb24wckatlpcdik234f,7,0,a49,6,6.0,1.0,7.37,1,1
89alqlb24wckatlpcdik234f,8,0,a53,0,0.0,1.0,6.681,1,1
89alqlb24wckatlpcdik234f,9,0,a55,1,1.0,1.0,11.765,1,1
8jaa11nme2t5xexy6rvl1jm1,1,0,a11,4,4.0,1.0,8.706,1,1
8jaa11nme2t5xexy6rvl1jm1,2,0,a24,4,4.0,1.0,6.423,1,1
8jaa11nme2t5xexy6rvl1jm1,3,0,a28,7,7.0,1.0,11.749,1,1
8jaa11nme2t5xexy6rvl1jm1,4,0,a36,1,2.0,0.0,12.851,1,1
8jaa11nme2t5xexy6rvl1jm1,5,0,a43,4,3.0,0.0,14.819,1,1
8jaa11nme2t5xexy6rvl1jm1,6,0,a48,5,7.0,0.0,13.602,1,1
8jaa11nme2t5xexy6rvl1jm1,7,0,a49,6,2.0,0.0,7.673,1,1
8jaa11nme2t5xexy6rvl1jm1,8,0,a53,0,5.0,0.0,14.652,1,1
8jaa11nme2t5xexy6rvl1jm1,9,0,a55,1,0.0,0.0,17.754,1,1
8kt910fiiiugas4gfw99u89n,1,0,a11,4,4.0,1.0,22.71,1,1
8kt910fiiiugas4gfw99u89n,2,0,a24,4,4.0,1.0,20.674,1,1
8kt910fiiiugas4gfw99u89n,3,0,a28,7,7.0,1.0,23.288,1,1
8kt910fiiiugas4gfw99u89n,4,0,a36,1,1.0,1.0,27.722,1,1
8kt910fiiiugas4gfw99u89n,5,0,a43,4,4.0,1.0,20.434,1,1
8kt910fiiiugas4gfw99u89n,6,0,a48,5,6.0,0.0,28.825,1,1
8kt910fiiiugas4gfw99u89n,7,0,a49,6,6.0,1.0,11.401,1,1
8kt910fiiiugas4gfw99u89n,8,0,a53,0,0.0,1.0,8.922,1,1
8kt910fiiiugas4gfw99u89n,9,0,a55,1,1.0,1.0,25.514,1,1
8mhbvgqqnyqb3l21i90su6he,1,0,a11,4,5.0,0.0,13.946,1,1
8mhbvgqqnyqb3l21i90su6he,2,0,a24,4,4.0,1.0,17.083,1,1
8mhbvgqqnyqb3l21i90su6he,3,0,a28,7,5.0,0.0,21.033,1,1
8mhbvgqqnyqb3l21i90su6he,4,0,a36,1,2.0,0.0,16.377,1,1
8mhbvgqqnyqb3l21i90su6he,5,0,a43,4,4.0,1.0,6.655,1,1
8mhbvgqqnyqb3l21i90su6he,6,0,a48,5,1.0,0.0,5.913,1,1
8mhbvgqqnyqb3l21i90su6he,7,0,a49,6,2.0,0.0,6.551,1,1
8mhbvgqqnyqb3l21i90su6he,8,0,a53,0,2.0,0.0,7.758,1,1
8mhbvgqqnyqb3l21i90su6he,9,0,a55,1,6.0,0.0,6.187,1,1
8nffzdd3kyzjfr9b8rot84xh,1,0,a11,4,4.0,1.0,11.003,1,1
8nffzdd3kyzjfr9b8rot84xh,2,0,a24,4,0.0,0.0,15.285,1,1
8nffzdd3kyzjfr9b8rot84xh,3,0,a28,7,7.0,1.0,12.94,1,1
8nffzdd3kyzjfr9b8rot84xh,4,0,a36,1,1.0,1.0,17.83,1,1
8nffzdd3kyzjfr9b8rot84xh,5,0,a43,4,7.0,0.0,29.742,1,1
8nffzdd3kyzjfr9b8rot84xh,6,0,a48,5,7.0,0.0,26.835,1,1
8nffzdd3kyzjfr9b8rot84xh,7,0,a49,6,6.0,1.0,10.587,1,1
8nffzdd3kyzjfr9b8rot84xh,8,0,a53,0,6.0,0.0,29.048,1,1
8nffzdd3kyzjfr9b8rot84xh,9,0,a55,1,2.0,0.0,11.873,1,1
8ox4mbrcj4fon8yekjsz63qt,1,0,a11,4,5.0,0.0,8.363,1,1
8ox4mbrcj4fon8yekjsz63qt,2,0,a24,4,5.0,0.0,25.042,1,1
8ox4mbrcj4fon8yekjsz63qt,3,0,a28,7,7.0,1.0,6.575,1,1
8ox4mbrcj4fon8yekjsz63qt,4,0,a36,1,6.0,0.0,8.131,1,1
8ox4mbrcj4fon8yekjsz63qt,5,0,a43,4,3.0,0.0,23.635,1,1
8ox4mbrcj4fon8yekjsz63qt,6,0,a48,5,6.0,0.0,19.983,1,1
8ox4mbrcj4fon8yekjsz63qt,7,0,a49,6,6.0,1.0,10.587,1,1
8ox4mbrcj4fon8yekjsz63qt,8,0,a53,0,6.0,0.0,3.159,1,1
8ox4mbrcj4fon8yekjsz63qt,9,0,a55,1,6.0,0.0,2.051,1,1
8tjnnr68n5kd8w3slqldd88t,1,0,a11,4,0.0,0.0,8.723,1,1
8tjnnr68n5kd8w3slqldd88t,2,0,a24,4,4.0,1.0,11.492,1,1
8tjnnr68n5kd8w3slqldd88t,3,0,a28,7,7.0,1.0,6.328,1,1
8tjnnr68n5kd8w3slqldd88t,4,0,a36,1,1.0,1.0,25.769,1,1
8tjnnr68n5kd8w3slqldd88t,5,0,a43,4,4.0,1.0,24.689,1,1
8tjnnr68n5kd8w3slqldd88t,6,0,a48,5,7.0,0.0,29.456,1,1
8tjnnr68n5kd8w3slqldd88t,7,0,a49,6,6.0,1.0,4.168,1,1
8tjnnr68n5kd8w3slqldd88t,8,0,a53,0,0.0,1.0,7.593,1,1
8tjnnr68n5kd8w3slqldd88t,9,0,a55,1,0.0,0.0,25.516,1,1
905afalfokgy508gkbhgt1hx,1,0,a11,4,4.0,1.0,13.017,1,1
905afalfokgy508gkbhgt1hx,2,0,a24,4,2.0,0.0,26.808,1,1
905afalfokgy508gkbhgt1hx,3,0,a28,7,7.0,1.0,13.232,1,1
905afalfokgy508gkbhgt1hx,4,0,a36,1,,,,1,1
905afalfokgy508gkbhgt1hx,5,0,a43,4,3.0,0.0,13.838,1,1
905afalfokgy508gkbhgt1hx,6,0,a48,5,1.0,0.0,9.244,1,1
905afalfokgy508gkbhgt1hx,7,0,a49,6,6.0,1.0,7.377,1,1
905afalfokgy508gkbhgt1hx,8,0,a53,0,3.0,0.0,18.83,1,1
905afalfokgy508gkbhgt1hx,9,0,a55,1,3.0,0.0,22.236,1,1
956dsja0kqtsmwj2ytzsgewv,1,0,a11,4,4.0,1.0,13.704,1,1
956dsja0kqtsmwj2ytzsgewv,2,0,a24,4,4.0,1.0,10.606,1,1
956dsja0kqtsmwj2ytzsgewv,3,0,a28,7,7.0,1.0,8.855,1,1
956dsja0kqtsmwj2ytzsgewv,4,0,a36,1,1.0,1.0,14.442,1,1
956dsja0kqtsmwj2ytzsgewv,5,0,a43,4,4.0,1.0,19.194,1,1
956dsja0kqtsmwj2ytzsgewv,6,0,a48,5,5.0,1.0,23.922,1,1
956dsja0kqtsmwj2ytzsgewv,7,0,a49,6,6.0,1.0,7.693,1,1
956dsja0kqtsmwj2ytzsgewv,8,0,a53,0,2.0,0.0,28.143,1,1
956dsja0kqtsmwj2ytzsgewv,9,0,a55,1,1.0,1.0,29.744,1,1
967oec9l1nvfo0ziqgqy1te2,1,0,a11,4,3.0,0.0,9.211,1,1
967oec9l1nvfo0ziqgqy1te2,2,0,a24,4,4.0,1.0,10.45,1,1
967oec9l1nvfo0ziqgqy1te2,3,0,a28,7,7.0,1.0,15.29,1,1
967oec9l1nvfo0ziqgqy1te2,4,0,a36,1,2.0,0.0,14.653,1,1
967oec9l1nvfo0ziqgqy1te2,5,0,a43,4,3.0,0.0,29.152,1,1
967oec9l1nvfo0ziqgqy1te2,6,0,a48,5,4.0,0.0,28.432,1,1
967oec9l1nvfo0ziqgqy1te2,7,0,a49,6,6.0,1.0,12.865,1,1
967oec9l1nvfo0ziqgqy1te2,8,0,a53,0,0.0,1.0,14.818,1,1
967oec9l1nvfo0ziqgqy1te2,9,0,a55,1,6.0,0.0,16.222,1,1
986nb9qudtufx25ancsy4uus,1,0,a11,4,5.0,0.0,10.929,1,1
986nb9qudtufx25ancsy4uus,2,0,a24,4,4.0,1.0,17.546,1,1
986nb9qudtufx25ancsy4uus,3,0,a28,7,3.0,0.0,14.168,1,1
986nb9qudtufx25ancsy4uus,4,0,a36,1,,,,1,1
986nb9qudtufx25ancsy4uus,5,0,a43,4,0.0,0.0,11.273,1,1
986nb9qudtufx25ancsy4uus,6,0,a48,5,3.0,0.0,14.879,1,1
986nb9qudtufx25ancsy4uus,7,0,a49,6,2.0,0.0,12.961,1,1
986nb9qudtufx25ancsy4uus,8,0,a53,0,6.0,0.0,14.817,1,1
986nb9qudtufx25ancsy4uus,9,0,a55,1,0.0,0.0,24.216,1,1
98go0w582iiympeu2js4xcwp,1,0,a11,4,5.0,0.0,18.653,1,1
98go0w582iiympeu2js4xcwp,2,0,a24,4,5.0,0.0,27.182,1,1
98go0w582iiympeu2js4xcwp,3,0,a28,7,7.0,1.0,16.387,1,1
98go0w582iiympeu2js4xcwp,4,0,a36,1,2.0,0.0,14.713,1,1
98go0w582iiympeu2js4xcwp,5,0,a43,4,4.0,1.0,24.673,1,1
98go0w582iiympeu2js4xcwp,6,0,a48,5,6.0,0.0,18.816,1,1
98go0w582iiympeu2js4xcwp,7,0,a49,6,6.0,1.0,10.257,1,1
98go0w582iiympeu2js4xcwp,8,0,a53,0,2.0,0.0,14.24,1,1
98go0w582iiympeu2js4xcwp,9,0,a55,1,0.0,0.0,22.222,1,1
9afw5te4a1v33a52p16gw5wy,1,0,a11,4,4.0,1.0,10.305,1,1
9afw5te4a1v33a52p16gw5wy,2,0,a24,4,5.0,0.0,5.363,1,1
9afw5te4a1v33a52p16gw5wy,3,0,a28,7,7.0,1.0,13.16,1,1
9afw5te4a1v33a52p16gw5wy,4,0,a36,1,1.0,1.0,17.608,1,1
9afw5te4a1v33a52p16gw5wy,5,0,a43,4,3.0,0.0,16.621,1,1
9afw5te4a1v33a52p16gw5wy,6,0,a48,5,6.0,0.0,10.2,1,1
9afw5te4a1v33a52p16gw5wy,7,0,a49,6,6.0,1.0,6.478,1,1
9afw5te4a1v33a52p16gw5wy,8,0,a53,0,7.0,0.0,14.736,1,1
9afw5te4a1v33a52p16gw5wy,9,0,a55,1,6.0,0.0,4.308,1,1
9fyils7m7b8jmf5dqtqofyi6,1,0,a11,4,5.0,0.0,7.807,1,1
9fyils7m7b8jmf5dqtqofyi6,2,0,a24,4,2.0,0.0,28.901,1,1
9fyils7m7b8jmf5dqtqofyi6,3,0,a28,7,2.0,0.0,11.968,1,1
9fyils7m7b8jmf5dqtqofyi6,4,0,a36,1,2.0,0.0,11.757,1,1
9fyils7m7b8jmf5dqtqofyi6,5,0,a43,4,4.0,1.0,25.188,1,1
9fyils7m7b8jmf5dqtqofyi6,6,0,a48,5,7.0,0.0,29.416,1,1
9fyils7m7b8jmf5dqtqofyi6,7,0,a49,6,6.0,1.0,5.985,1,1
9fyils7m7b8jmf5dqtqofyi6,8,0,a53,0,0.0,1.0,7.392,1,1
9fyils7m7b8jmf5dqtqofyi6,9,0,a55,1,1.0,1.0,22.478,1,1
9g5sxg7rugvbvu7fehkz1iil,1,0,a11,4,0.0,0.0,9.278,1,1
9g5sxg7rugvbvu7fehkz1iil,2,0,a24,4,5.0,0.0,9.245,1,1
9g5sxg7rugvbvu7fehkz1iil,3,0,a28,7,7.0,1.0,5.678,1,1
9g5sxg7rugvbvu7fehkz1iil,4,0,a36,1,5.0,0.0,21.559,1,1
9g5sxg7rugvbvu7fehkz1iil,5,0,a43,4,4.0,1.0,11.796,1,1
9g5sxg7rugvbvu7fehkz1iil,6,0,a48,5,1.0,0.0,19.649,1,1
9g5sxg7rugvbvu7fehkz1iil,7,0,a49,6,6.0,1.0,9.564,1,1
9g5sxg7rugvbvu7fehkz1iil,8,0,a53,0,0.0,1.0,10.322,1,1
